Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
010-000000066,644,10,Department of the Interior,BIA - Loan Management and Accounting System (LOMAS),1154,,Prepare investment for replacement,Prepare LOMAS for replacement by GLAS.,03/10/2011,30/03/2012,30/03/2012,15/02/2012,0.021,44,24.58,0.00154,7.33,0.021,0.01946,24/05/2012,12:55:48,1
010-000000077,646,10,Department of the Interior,BIA - Trust Asset Accounting Management System (TAAMS),1155,,TAAMS A and D,TAAMS Acquisition and Disposal Module with Fee to Trust Tracking System.,01/10/2011,31/05/2012,,,0.2001,-122,-50.21,0,0,0.2001,0.2001,28/02/2012,09:57:51,2
010-000000083,647,10,Department of the Interior,BIE - Native American Student Information System (NASIS),1156,,System Upgrades,Upgrade application - bug fixes etc.,01/07/2011,30/06/2012,30/06/2012,30/06/2012,0.087,-62,-16.99,0,0,0.087,0.087,29/02/2012,08:13:44,1
010-000000156,652,10,Department of the Interior,BLM - IT Support for Resources and Mineral Land Use Planning (ePlanning),1157,,ePlanning Phase 2.0.3,"ePlanning version 2.0.3 is the last phase of ePlanning development, and is Phase 3 of ePlanning version 2. The functions included in this final phase are: Intra-Agency Comment Periods, National Environmental Policy Act (NEPA) Screening, Date Last Changed, Project Archiving, Content Reuse, Publish ePlanning Document to Digital Media, Records management and Retention, Geospatial Mapping to the Approved Resource Management Plan (ARMP).",01/07/2011,30/09/2012,30/09/2011,30/09/2011,1.061,-336,-369.23,0,0,0.2122,0.2122,14/08/2012,11:34:45,eP-201101
010-000000299,656,10,Department of the Interior,BOR1-RMSS (Reclamation Mission Support Services),1161,,"RMSS REMM2012 (Refresh, Enhancement, Maintenance, and Mitigate)",This RMSS REMM O&M project includes scheduled refreshing/updating the technology and component to improve efficiency and enhance performance. Implement new technologies to facilitate consolidation efforts with the Department where identified. Perform scheduled/unscheduled maintenance activities. Mitigate identified weaknesses and vulnerabilities.,01/10/2011,30/09/2012,,,2,0,0,0,0,2,2,24/05/2012,13:08:46,REMM2012
010-000000987,657,10,Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),1179,,ANSS Planning and Management,"Planning and Management (PM) tasks supporting the development, maintenance and operation of the ANSS investment, including committee activities (IPT, advisory and implementation) and technical workshops.",01/10/2010,30/09/2013,30/09/2012,30/09/2012,0.823,0,0,0.609057,80.03,0.761,0.151943,24/07/2012,09:47:10,ANSS-0001
010-000000987,657,10,Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),1180,,"ANSS Development, Modernization and Expansion","Development, Modernization and Expansion (DME) activities of the Advanced National Seismic System, including all product development.",01/10/2010,30/09/2013,30/09/2012,30/09/2012,20.201,0,0,19.807825,98.05,20.201,0.393175,24/07/2012,09:47:10,ANSS-0003
010-000000987,657,10,Department of the Interior,USGS - Hazards - Advanced National Seismic System (ANSS),1181,,"ANSS - ARRA- Development, Modernization and Expansion","Development, Modernization and Expansion (DME) activities of the Advanced National Seismic System, ARRA sensor network upgrades.",01/04/2009,30/09/2011,30/09/2011,30/09/2011,19.5,-336,-36.84,0,0,18.638,18.638,23/09/2011,06:04:56,ANSS-0004
010-000001049,666,10,Department of the Interior,USGS - Water - National Water Information System (NWIS),1184,,FY11 Maintenance and Support,"FY11 Maintenance, Operations and Support, including quarterly metadata updates and regular software maintenance updates and support.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,7.83,0,0,0.152605,1.95,7.83,7.677395,24/02/2012,08:44:47,NWIS-0001
010-000001049,666,10,Department of the Interior,USGS - Water - National Water Information System (NWIS),2922,,"FY12 Database Management System (DBMS) Technology Refresh, Maintenance & Operations","NWIS will be performing a technology refresh of the commercial DBMS to agency enterprise solution. Software/applications will be converted and data will be migrated. The project consists of the modifications/preparations, full testing and verification, formal acceptance, Beta-site implementation and general release. The project also includes regular software maintenance updates and support.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,7.6,0,0,0.019,0.25,7.6,7.581,24/07/2012,09:47:10,NWIS-0002
010-000001050,667,10,Department of the Interior,USGS - CSS - TNM Reengineering Project,1185,,"FY 2012 O&M - Web Apps, Database Administration, and Security","This includes systems maintenance for ingestion, integration, production, and distribution for national digital GIS data, and topographic maps (US Topos) in support of one of the USGS core missions to provide base map data to the Nation. The mission is consistent with the OMB Circular A-16, which requires the USGS to lead the Nation in providing a common set of base geographic data and to be the Federal agency lead for elevation, hydrography, orthoimagery, and geographic names.",03/10/2011,28/09/2012,28/09/2012,28/09/2012,4.654,0,0,0,0,4.654,4.654,24/05/2012,12:55:49,TNMP-0001
010-000001050,667,10,Department of the Interior,USGS - CSS - TNM Reengineering Project,1186,,"FY 2012 DME - Viewer, Map Services and Data Download Enhancements","The USGS provides base map data to the Nation.  Several key enhancements to National Map web based data delivery systems will be achieved in FY13 to include:  Three new cached national web base maps (Topo, Imagery and Hybrid); new releases of the The National Map viewer; and new downloadable data (ex. Contours) for use in Geographic Information Systems.",03/10/2011,28/09/2012,28/09/2012,28/09/2012,0.175,0,0,0,0,0.175,0.175,24/05/2012,12:55:49,TNMP-0002
010-000001050,667,10,Department of the Interior,USGS - CSS - TNM Reengineering Project,3107,,"FY 2011 O&M - Web Apps, Database Administration, and Security","This includes systems maintenance for ingestion, integration, production, and distribution for national digital GIS data, and topographic maps (US Topos) in support of one of the USGS core missions to provide base map data to the Nation. The mission is consistent with the OMB Circular A-16, which requires the USGS to lead the Nation in providing a common set of base geographic data and to be the Federal agency lead for elevation, hydrography, orthoimagery, and geographic names.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,4.654,0,0,0.054,1.16,4.654,4.6,27/04/2012,11:18:47,TNMP-0003
010-000001050,667,10,Department of the Interior,USGS - CSS - TNM Reengineering Project,3109,,"FY 2011 DME - Viewer, Map Services and Data Download Enhancements","The USGS provides base map data to the Nation.  Several key enhancements to National Map web based data delivery systems will be achieved to include:  Implement two new releases  of the NGA Palenterra viewer; sunset  the legacy Nation Map Viewer, and National Hydrography Dataset (NHD) viewer and release planned cartographic enhancements to the web basemap.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,0.175,0,0,-0.029,-16.57,0.175,0.204,27/04/2012,11:18:47,TNMP-0004
010-000000316,673,10,Department of the Interior,DOI - Financial and Business Management System (FBMS),1162,,Deployment 6 Phase 7 -- Balance of Final Preparation Thru Go-Live,The D6 Final Preparation Thru Go-Live phase begins when the PRR Quality Gate and checklist are passed and runs until the Go-Live Quality gate and checklist are passed. PRR is anticipated on 10/14/2011 and Go-Live is anticipated on 11/7/2011.,17/10/2011,07/11/2011,07/11/2011,10/11/2011,2878.879,-3,-14.29,0.094289,3.28,2.878879,2.78459,24/07/2012,09:47:08,607
010-000000316,673,10,Department of the Interior,DOI - Financial and Business Management System (FBMS),1163,,Deployment 6 Phase 8 -- Go-Live Support thru ORR,The D6 Go-Live Support Thru ORR phase begins when the Go-Live Quality Gate and checklist are passed and runs until the Operational Readiness Review (ORR) Quality gate and checklist are passed. Go-Live is anticipated on 11/7/2011 and ORR is anticipated on 2/5/2012.,08/11/2011,05/02/2012,05/02/2012,05/02/2012,6328.517,0,0,0.024848,0.39,6.328517,6.303669,24/07/2012,09:47:08,608
010-000000316,673,10,Department of the Interior,DOI - Financial and Business Management System (FBMS),1164,,"Deployment 7 for Bureau of Indian Affairs and National Park Service, plus blueprinting for Bureau of Reclamation","D7 Business Blueprint activities are underway as the Deployment Baseline Review (DBR) date of 4/28/2011 was met. The Quality Gate dates for D7 are as follows: PDR is 11/18/2011, CDR is 12/21/2011, TRR-I is 5/29/2012, TRR-UA is 8/20/2012, PRR is 10/12/2012, Go Live is 11/05/2012 and ORR is 1/18/2013.",28/04/2011,18/01/2013,30/09/2012,30/09/2012,41480,0,0,0,0,11.784,11.784,28/11/2011,12:14:48,700
010-000000319,674,10,Department of the Interior,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",1165,,Stage 3 Core Records Management System Implementation,"Core implementation of IMARS to include Baseline Installation, Testing, Configuration, Evaluation, and Operational Readiness of IMARS primary Law Enforcement components.",03/03/2010,19/03/2013,30/08/2011,30/08/2011,2.045,0,0,0.045,10.34,0.435,0.39,24/07/2012,09:47:08,2
010-000000319,674,10,Department of the Interior,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",1166,,Stage 4 Core Records Management System Deployment,Deployment of IMARS Records Management System to DOI users.,01/10/2010,31/12/2012,,,1.22,0,0,0.014891,7.02,0.212,0.197109,15/08/2012,11:36:47,3
